Logo,Nom,Secteur,Année de création,Label Date,Site web,Résumé,Founders,Courriel,Téléphone
undefined,WARM,Commerce and shopping,2021,Mar-21,,WARM.tn est une marketplace de mobiliers et objets de décoration de seconde main et vintage.,Marwa Ben Aissa,n.a.,n.a.
undefined,DIGITAL CITY INNOVATION,Social Business,2023,Feb-23,,"Opérante dans le domaine de la Smart Mobility, DCI vient ajouter une nouvelle pierre dans l écosystème des Startups tunisiennes en lançant un nouveau service de transport des individus avec le secteur privé organisé.",Hassouna BENJEMAAHassouna BENJEMAA,n.a.,n.a.
undefined,taderok,EdTech,2019,Nov-19,,Taderok une maison d'édition de livres éducatifs intelligents propulsés par la technologie mobile,Ahmed DhiebAnoir Dhieb,n.a.,n.a.
undefined,WiseShare,Business Software and services,2024,Dec-24,,"WiseShare est un SaaS conçu pour gérer et partager des documents sensibles, mettant ainsi fin à des pratiques non éthiques qui nuisent à la compétitivité des entreprises. Trop souvent, des propositions techniques et financières se retrouvent entre les mains de concurrents sans le consentement de l'entreprise, créant ainsi des fuites d'informations critiques (propriété intellectuelle, inventions, savoir-faire). WiseShare permet aux équipes dirigeantes de garder un contrôle total sur leurs documents en limitant la capacité des destinataires à télécharger ou à transférer des fichiers, et en offrant la possibilité de révoquer l'accès en temps réel si un partage non autorisé est détecté, ainsi que la prévention des captures d'écran. En plus de la sécurité, WiseShare intègre un tableau de bord analytique qui fournit des informations précises sur l'engagement des prospects (qui a ouvert le document, combien de temps il l'a consulté, sur quoi il s'est concentré).",Skander Harzi,n.a.,n.a.
undefined,DEEPERA,Fintech,2019,Jun-19,,DEEPERA est une FinTech. Son objectif est de démocratiser la finance en offrant de l’«Investment advisory for everyone !» grâce à des modèles d'IA.,Faouzi MoussaMustapha Boughzou,n.a.,n.a.
undefined,AZÄ,Commerce and shopping,2019,Dec-19,,"La coopérative des artisanes ""Mergoum"" lance sa marque : AZÄ (l'Homme Libre en langue berbère). AZÄ est le fruit d'un long processus qui abouti, enfin, vers une entreprise coopérative de droit international. Des produits naturels, un esprit de qualité et un commerce équitable voilà les principaux fondements de notre entreprise.",Oussama Gmati,n.a.,n.a.
undefined,ILEY'COM,Commerce and shopping,2021,Aug-21,,"ILEY'COM est une marketplace sociale et solidaire qui permet à tous les amoureux de l'Afrique, et tout particulièrement de la Tunisie, de découvrir et acheter des produits Made in Africa conçus de manière éco-responsable.",Mehdi Ben AbdallahMarwa Moula,contact@ileycom.com,33782655322
undefined,WorkPoint / X-Point,Business Software and services,2021,Dec-21,,WorkPoint est une plateforme permettant de gérer les différentes interactions entre les employés et l'environnement de travail offrant une vue 360° de l’employé.,Amira Hasnaoui Montassar Bach Ouerdiane,n.a.,n.a.
undefined,HackUp,Business Software and services,2020,Oct-20,,Plateforme de validation de compétences et de mise en relation entre l’entreprise et le développeur à travers un matching automatique en s'appuyant sur des tests techniques en ligne et en organisant des hackathons.,Ghanmi AyhemMohamed Aziz Najjar,n.a.,n.a.
undefined,DIDA MIND,Advanced Manufacturing & Robotics,2020,Sep-20,,"DidaMind propose EnergySave, une solution de supervision électrique et de monitoring énergétique permettant la maîtrise de l’énergie, la performance industrielle et l'efficacité de la maintenance.",Hatem AbidiSoumaya Ben Abdallah,n.a.,n.a.
undefined,Creometry,Business Software and services,2021,Mar-21,,Creometry est une plateforme d'hébergement en cloud pour les applications container-based. Elle vise à faciliter l'accès aux services informatiques pour les développeurs et les startups.,Mounir GhlaielAymen El Amri,n.a.,n.a.
undefined,Keto Life Style,Consumer products and services,2021,May-21,,Keto Life Style offre un projet de vie saine permettant aux utilisateurs de déterminer leurs régime alimentaire adéquat avec un suivie hebdomadaire et un coach sportif pour tout un programme de perte de poids.,Yesmine Ben AmeurMohamed Ali Rekik,n.a.,n.a.
undefined,Décotis,Real Estate Tech,2021,Nov-21,,"Une solution de mise en connexion entre clients finaux, décorateurs d'intérieur et commerces de mobiliers et d'articles de décoration à travers une marketplace. La solution offre aussi aux décorateurs d'intérieur un outil de gestion de projet (calendrier, taches d'exécution, etc..°",Meher HedhliMohamed Barki,n.a.,n.a.
undefined,El Fallega,TravelTech,2022,Oct-22,,"EL Fallega est une start-up d'organisation des activités responsable pour particulier et professionnel avec des prestations diverses et variées. Une plateforme de mise en relation entre les éco-voyageurs, les aventuriers, les pro-natures et les prestataires de services, c’est le guide des éco-voyageurs pour un tourisme durable et respectueux en pleine nature qui offre une assistance non seulement concrète mais aussi virtuelle pour une immersion unique au sein de la nature et au cœur des populations locales.",Larbi RamziAbid KhouloudTerzi med khalilAli Gaigi,elfallega.contact@gmail.com,53756199
undefined,CrocoCoder,EdTech,2019,Aug-20,,CrocoCoder offre des formations professionnelles certifiées en IT à travers une plateforme E-learning contenant des vidéos consolidées par des bootcamps intensifs.,Abderrahmen MasmoudiZied Feki,n.a.,n.a.
undefined,K2LIS,Fintech,2018,Jan-20,,K2LIS est une plateforme digitale de microfinance accompagnée de son portefeuille électronique (wallet) web et mobile à destination des institutions de microfinance et leurs bénéficiaires.,Tarek KAMOUNMohamed Ben Laroussi LIMAMEFarouk KAMOUN,n.a.,n.a.
undefined,BE-SIYESSAH,Ad Tech and Creative Tech,2023,Dec-23,,"Be-Siyessah est une start-up qui vise à créer un média numérique alternatif alimenté par l'IA, capable d'attirer l'attention des jeunes arabophones en produisant un contenu numérique engageant, informatif et percutant.",Saif Eddine NaffatiFedia Ayari,n.a.,n.a.
undefined,QualiFour,Advanced Manufacturing & Robotics,2020,Mar-20,,Développement d'une base de donnée sur cloud pour la gestion des data qualités dans d'industrie 4.0,Mohamed KADDECHMehdi BOUDHRAA,n.a.,n.a.
undefined,Meditech,HealthTech,2021,Feb-21,,"Anath Health care se spécialise dans la conception, le développement et la distribution des dispositifs médicaux électriques et software pour les hôpitaux et le personnel médical.",Ferid Kamel,n.a.,n.a.
undefined,UNIK CHIK,Ad Tech and Creative Tech,2018,Mar-21,,Unik Chic est un accélérateur marketplace qui a pour objectif de promouvoir les créateurs de mode premium/luxe et vendre leur produits en ligne,Samia Mbarek,n.a.,n.a.
undefined,AROM R SARL,Consumer products and services,2013,Aug-19,,La Société AROM R SARL est spécialisée dans la fabrication des diffuseurs de parfum à usage professionnel et domestique.,Ellyes Chakroun,n.a.,n.a.
undefined,invented technology,Ad Tech and Creative Tech,2020,Jun-21,,Invented technology est spécialisée dans l’élaboration de solutions digitales en réalité augmentée virtuelle et mixte dans les domaines de la culture et du patrimoine.,Mohamed BayouliEmna Ben Jeddi,n.a.,n.a.
undefined,Caprigène Impact Investing,Agritech,2020,Nov-20,,"Produire et diffuser du matériel génétique performant sous forme d'animaux, males et femelles, génétiquement améliorés et par des moyens de biotechnologies , l'insémination artificielle.",Mongi Kaddoussi,n.a.,n.a.
undefined,ETNAFES,TravelTech,2021,Mar-21,,"ETNAFES est une application mobile destinée aux propriétaires des logements pour la gestion de leurs espaces accompagner d'un moteur de recherche qui présente toutes les destinations, les types de packs sous format vidéo 360 degré, une carte géographique avec l’itinéraire et les logements dans le circuit présélectionné.",Ali SafsafiIchrak AouissaouiNajeh Bedhief,n.a.,n.a.
undefined,seekmake,Commerce and shopping,2019,Dec-19,,"SeekMake, produit d'ORBITECH, est une plateforme qui offre aux clients la possibilité de bénéficier des services des machines CNC . Ainsi les propriétaires des machines ont la possibilité de choisir et de concrétiser les commandes de nos clients par rapport a leurs faisabilités, le temps estimé et le positionnement géographique.",Adel Ayari,n.a.,n.a.
undefined,NEXTPROTEIN TUNISIA,Agritech,2016,Jun-19,,NextProtein produces insect-based protein for animal feedstocks in a quest to accelerate sustainable agriculture and tackle resource scarcity.,Mohamed GastliSyrine Chaalala,n.a.,n.a.
undefined,Expy.ai,Business Software and services,2023,Aug-23,,Expy.ai est un écosystème de produits de données qui offre une gamme d'outils pour les organisations afin d'extraire des informations précieuses de leurs données.,Slim NabliLuay BEN ALI,info@expy.ai,98 57 52 96
undefined,POLYSMART,Ad Tech and Creative Tech,2015,Apr-19,,Nous produisons un jeux de la catégorie Esport de type MOBA de tir (shooter) Top/down view (à la troisième personne) pour plateforme PC.,Ahmed CheikhrouhouHaroun Bouchrit,n.a.,n.a.
undefined,KatYos,Commerce and shopping,2021,Feb-22,,"Une marketplace qui connecte les opticiens aux acheteurs de lunettes en assurant la digitalisation du processus d'achat (essayage en ligne, conseil, paiement et livraison)",Yosra ArousLeila Bennasr,n.a.,n.a.
undefined,Konnect,Fintech,2021,Mar-21,,Une marketplace de services avec paiement intégré sur demande ou en marque blanche.,Amin Ben Abderrahman,contact@konnect.network,21624563609
undefined,kiddo,EdTech,2021,Feb-22,,"Kiddo est une plateforme de communication, qui facilite la communication entre les parents, les enseignants de maternelle et la direction.",Ahmed JemaaInes Rahrah,n.a.,n.a.
undefined,Coart Container Creatif,Ad Tech and Creative Tech,2020,Aug-21,,"Coart Container Creatif est un coliving & coworking space dédié pour le Tourisme Créatif et Culturel, qui héberge et aide les Associations , Artistes, Freelancers Creatifs locaux, étranger à assurer leurs activités de formation ,Creation,Production,Exposition.",Malek MaazounYassine Mseddi,n.a.,n.a.
undefined,Hello Dati,TravelTech,2019,Jan-22,,"Hello Dati met à disposition des smartphones équipés d’un ensemble de services adapté à tous les besoins des invités des hôtels, qui parviennent sous forme de notifications et qui assurent la réussite du voyage.",Nizar Hamdi,n.a.,n.a.
undefined,lexi,Business Software and services,2020,Jan-22,,lexi.tn est une application web destinée aux auto-écoles pour la gestion de leurs tâches quotidiennes. La plateforme offre aux candidats une solution d'e-learning.,Wael Ben Echikhchadli Ouhichi,n.a.,n.a.
undefined,Laevitas,Fintech,2021,Jun-21,,Laevitas est une plateforme SaaS d'analyse de données pour le marché des crypto-actifs basée sur des modèles financiers quantitatifs.,Hassen NaasAmine MassaabiRassil Rhouma,n.a.,n.a.
undefined,Lemarché.tn,Commerce and shopping,2017,Jul-20,,"Une place de marché en ligne basée sur une grande diversité de produits frais, artisanaux et du terroir culinaire Tunisien",Zied Gharsallah,n.a.,n.a.
undefined,Dentic,HealthTech,2020,Oct-20,,Dentic est une plateforme de mise en relation des dentistes tunisiens et étrangers avec des prothésistes tunisiens.,Hakim Yahyaoui,n.a.,n.a.
undefined,Khobzti,Commerce and shopping,2020,Nov-20,,Makhbazti Digitale offre une application pour diminuer le gaspillage alimentaire et offre la possibilité de réserver et payer pour vous besoin sans contact et permet au gens avec allergie de trouver leurs besoins.,Marwen Khemis,n.a.,n.a.
undefined,Bepeep Health,HealthTech,2020,Mar-21,,Bepeep Health est une plateforme d'e-Tiers Payant santé dédiée à la gestion des contrats assurance maladie et à la gestion des prestations de soins,AHMED CHOUCHENIMOHAMED CHOUCHENI,n.a.,n.a.
undefined,Innovega,Agritech,2023,Mar-23,,null,Rami KhoujaRym GhribiAmira Ben Abdeljelil,n.a.,n.a.
undefined,autoecoleplus.tn,Business Software and services,2020,Mar-21,,"Autoecoleplus.tn est un système de gestion pour les propriétaires d'autoécoles, et un espace candidat pour des cours du code de la route en ligne.",Mohamed Amine JendoubiAhmed NemlaghiMohamed Badii Jendoubi,n.a.,n.a.
undefined,WASSALNI EXPRESS,Mobility,2021,Nov-21,,Une application mobile qui met en relation les chauffeurs louagistes et les particuliers voyageurs. Il s’agit d’une plateforme de réservation de place dans le louage.,Hajer RomdhaniHafedh Ben abdelhafidh,n.a.,n.a.
undefined,Artify,Ad Tech and Creative Tech,2019,Nov-19,,Artify est une plateforme de vidéos à la demande spécialisée dans le cinéma tunisien,Yahia Mgarrech,n.a.,n.a.
undefined,KidzRise,EdTech,2024,Jun-24,,"KidzRise se distingue par son approche novatrice qui allie intelligence artificielle et éducation. Notre plateforme utilise des algorithmes pour détecter les talents spécifiques de chaque enfant dès leur jeune âge, offrant ainsi des programmes d'apprentissage personnalisés adaptés à leurs besoins uniques. Contrairement aux méthodes éducatives traditionnelles qui se concentrent sur les faiblesses, KidzRise célèbre la diversité des talents en mettant l'accent sur les forces individuelles. Pour récompenser leurs succès, les enfants reçoivent des badges et des certificats. Ils peuvent partager leurs réussites avec leurs amis sur la plateforme KidzRise, ce qui encourage l'inspiration et la motivation. Les parents peuvent suivre les progrès et recevoir des retours instantanés, participant activement au développement de leurs enfants.",Wiem Ben MahmoudDhia EL ARBI,wiembenmahmoud.k@gmail.com,+216 25801868
